Player,fbref id,transm id,mv
Eduard Sobol,2ccd89a3,206717,3000000
Manor Solomon,886f9aac,396638,20000000
Somalia,c1febb46,148754,1000000
Yann Sommer,420c18a1,42205,6000000
Brandon Soppy,28f66c2e,546880,7000000
Yegor Sorokin,2fd337af,288721,1800000
Hillel Soudani,7a435eb3,174842,500000
Eduard Spertsyan,8e8f40e0,515744,800000
Marco Sportiello,ac4003af,199976,2000000
Cican Stankovic,27d902c8,127679,1500000
Zack Steffen,42130443,221624,6000000
Taras Stepanenko,ee3519f5,59970,7500000
Raheem Sterling,b400bde0,134425,90000000
Angelo Stiller,3b1ed320,443710,2500000
Lars Stindl,7cd6badb,48298,5000000
John Stones,5eecec3d,186590,30000000
Thomas Strakosha,339fe0e8,222209,14000000
Kevin Strootman,ef2e5e1a,68864,5000000
Luis Suarez,a6154613,44352,15000000
Luka Sucic,1e1378e1,502722,3000000
Heorhii Sudakov,a793f5a8,623325,800000
Niklas Sule,e33c06cf,166601,35000000
Magomed-Shapi Suleymanov,d94653be,335725,6000000
Vladyslav Supriaha,73affbb6,419061,6000000
Suso,4e219ad2,111961,20000000
Aleksei Sutormin,bd20f4eb,217033,2500000
Erik Sviatchenko,9614b550,48907,2000000
Serhiy Sydorchuk,c71e97ba,124182,4000000
Wojciech Szczesny,01b8a2b2,44058,25000000
Dominik Szoboszlai,934e1968,451276,25000000
Alexander Sorloth,e92cd3f7,238407,16000000
Dusan Tadic,2475dcc6,36139,18000000
Nicolas Tagliafico,f0661424,131225,22000000
Taison,7272a72a,76028,7000000
Flavien Tait,a0f9b535,202278,5000000
Mehdi Taremi,4c2a5d34,307058,16000000
Mahmut Tekdemir,bfe272bd,54177,800000
Alex Telles,e73c9bb2,255755,20000000
Marc-Andre ter Stegen,6f51e382,74857,60000000
Martin Terrier,5148dcc5,442891,13000000
Tete,7120a04d,371256,20000000
Florian Thauvin,2b9fdeea,184892,17000000
Marcus Thuram,6f8cd6d0,318528,35000000
Steffen Tigges,6b8887c2,296879,1200000
Jurrien Timber,41034650,420243,11000000
Corentin Tolisso,652d4c37,190393,20000000
Rafael Toloi,c56dc39e,72441,15000000
Mehmet Topal,f93c876b,44402,350000
Lucas Torreira,52611641,318077,20000000
Ferran Torres,9e1035f8,398184,50000000
Oliver Torres,58a9a4d9,214775,13000000
Hamari Traore,a4b1028a,297070,8000000
Ibrahima Traore,096a77c4,47285,600000
Francisco Trincao,77e39b04,412669,22000000
Kieran Trippier,21512407,95810,20000000
Anatolii Trubin,41f0b196,537844,8000000
Adrien Truffert,5d0e0a1f,654539,12000000
Kostas Tsimikas,f315ca93,338070,8000000
Viktor Tsyhankov,f7e87032,264372,25000000
Axel Tuanzebe,2baec6ce,342046,8000000
Deniz Turuc,ed140063,216662,3100000
Andreas Ulmer,1a799243,31196,800000
Samuel Umtiti,3eed9821,126540,8000000
Dayot Upamecano,d248cd8f,344695,60000000
Mateus Uribe,b997c3de,214538,15000000
Daniil Utkin,9ddb85e8,375667,2500000
Myrto Uzuni,01da7812,315289,3000000
Tomas Vaclik,7b456af7,64000,4000000
Mathieu Valbuena,7a4cea18,40687,1000000
Albert Vallci,9778d8dd,261935,2500000
Federico Valverde,0959c2a2,369081,65000000
Thomas Van den Keybus,21453b2e,502298,500000
Ignace Van Der Brempt,2bf50b37,490423,1200000
Hans Vanaken,392a7aea,137576,13000000
Raphael Varane,9f8e9423,164770,70000000
Franco Vazquez,467bae22,76163,4000000
Lucas Vazquez,fd51b456,221316,15000000
Benjamin Verbic,2ebc1b44,188180,5500000
Marco Verratti,1467af0d,102558,55000000
Lasse Vibe,f5f2ec59,62680,300000
Arturo Vidal,67cdbc0e,37666,3500000
Fabio Vieira,6412cc03,537598,9000000
Tonny Vilhena,c7069d87,182581,8000000
Ruben Vinagre,b937e490,357158,5000000
Edin Visca,da1185fc,109217,8000000
Vitao,d4f034db,428783,3000000
Vitolo,db750822,67082,4000000
Bohdan Viunnyk,e4d5e2ae,623331,400000
Ruud Vormer,c24544c7,45864,4000000
Stefan de Vrij,d0d8dd44,111196,50000000
Marious Vrousai,d2795011,395632,1500000
Kyle Walker,86dd77d1,95424,28000000
Aaron Wan-Bissaka,9e525177,477758,40000000
Wanderson,5da33b33,236202,9000000
Wendel,33b11df6,499721,17000000
Oscar Wendt,b69261a0,19305,600000
Timo Werner,49fe9070,170527,65000000
Georginio Wijnaldum,eb58eef0,49499,30000000
Brandon Williams,5e74d6c8,507700,10000000
Neco Williams,dd323728,503680,8000000
Rhys Williams,012c975a,503679,5000000
Axel Witsel,5dfc6ad5,35047,9000000
Maximilian Wober,4b803b3c,263361,8000000
Hannes Wolf,be42a291,321070,8000000
Ashley Young,be927d03,14086,1000000
Illia Zabarnyi,88968486,659089,6000000
Dan-Axel Zagadou,a4effc55,344598,18000000
Denis Zakaria,384d58d9,334526,30000000
Duvan Zapata,d3de9af0,73794,33000000
Rifat Zhemaletdinov,ed87a229,267383,4000000
Yuri Zhirkov,ed2b33cb,16760,300000
Dmitri Zhivoglyadov,833a8fbc,178335,2000000
Oleksandr Zinchenko,51cf8561,203853,25000000
Joshua Zirkzee,028e70b9,435648,8000000
Hakim Ziyech,6622454d,217111,38000000
Kurt Zouma,ce4246f5,157509,32000000
Oleksandr Zubkov,adfbe1f5,289075,2000000
Martin Odegaard,79300479,316264,40000000
